Pair,ndvi_change_pct,rf_change_pct,rf_ndvi_ratio,spatial_cv_f1,spatial_cv_std,holdout_acc,ndvi_rf_jaccard
Cross-seasonal (Jun 2019 vs Aug 2025),13.518182639872252,36.441203940827336,2.695717679782118,0.5929491999450334,0.05570723321945814,68.34,0.12526669236323365
Same-season (Jun 2019 vs 20240624),12.131717181949076,33.87047273814778,2.7918943567646015,0.6042193145945698,0.05555604276866927,70.58,0.13252107102248267
